title,lead,director,genre,revenue,budget,profit_ratio,director_average_profit_ratio,lead_average_profit_ratio,lead_worked_in_genre_count,director_worked_in_genre_count,director_worked_with_lead_count
Freddy's Dead: The Final Nightmare,290,96,10,34872033.0,11000000.0,3.170184818181818,1.6663823090909091,6.514508158387446,6,1,1.0
Friday the 13th Part III,291,32,10,36690067.0,4000000.0,9.17251675,3.6631865851034857,9.17251675,1,3,1.0
Friday the 13th: The Final Chapter,292,332,10,32980880.0,2600000.0,12.684953846153846,6.473490673076923,12.684953846153846,1,1,1.0
Friday the 13th: A New Beginning,293,333,10,21930418.0,2200000.0,9.968371818181819,9.968371818181819,9.968371818181819,1,1,1.0
Friday the 13th Part VI: Jason Lives,294,334,10,19472057.0,3000000.0,6.490685666666667,6.490685666666667,6.490685666666667,1,1,1.0
Friday the 13th Part VII: The New Blood,295,335,10,19170001.0,2800000.0,6.846428928571428,6.846428928571428,4.125047451839826,3,1,1.0
Friday the 13th Part VIII: Jason Takes Manhattan,295,336,10,14000000.0,5000000.0,2.8,2.8,4.125047451839826,3,1,1.0
Halloween II,296,337,10,25533818.0,2500000.0,10.2135272,6.555411869230769,4.155002077285068,4,2,2.0
Halloween III: Season of the Witch,297,338,10,14400000.0,2500000.0,5.76,5.76,5.76,1,1,1.0
Halloween 4: The Return of Michael Myers,157,246,10,17768757.0,5000000.0,3.5537514,3.0940193833333334,3.4082565833333334,4,1,1.0
Halloween 5: The Revenge of Michael Myers,157,339,10,11642254.0,5000000.0,2.3284508,2.3284508,3.4082565833333334,4,1,1.0
Child's Play,298,340,10,44196684.0,9000000.0,4.910742666666667,3.8399400555555556,4.910742666666667,1,2,1.0
Child's Play 2,299,341,6,35763605.0,13000000.0,2.7510465384615386,2.456742935897436,2.7510465384615386,1,1,1.0
Child's Play 3,300,342,12,20560255.0,13000000.0,1.5815580769230768,1.5815580769230768,1.0077110527472528,1,1,1.0
Poltergeist,301,343,10,122200000.0,10700000.0,11.42056074766355,4.511749446029694,6.789139979094934,2,2,1.0
Poltergeist II: The Other Side,301,344,10,40996665.0,19000000.0,2.1577192105263157,2.1577192105263157,6.789139979094934,2,1,1.0
Poltergeist III,196,345,10,14144000.0,10500000.0,1.347047619047619,1.347047619047619,5.443151127705628,2,1,1.0
Exorcist II: The Heretic,302,346,10,30749142.0,14000000.0,2.1963672857142855,1.9972403701298702,2.1963672857142855,1,1,1.0
Lethal Weapon,40,16,2,120207127.0,15000000.0,8.013808466666667,3.6587210956645233,3.483326751561217,3,4,4.0
Lethal Weapon 2,40,16,4,227853986.0,25000000.0,9.11415944,3.6587210956645233,3.483326751561217,7,6,4.0
Lethal Weapon 3,40,16,2,321731527.0,35000000.0,9.192329342857143,3.6587210956645233,3.483326751561217,3,4,4.0
Gremlins,303,321,9,153083102.0,11000000.0,13.916645636363636,3.23302586763468,7.373144888181818,1,1,2.0
Gremlins 2: The New Batch,303,321,3,41482207.0,50000000.0,0.82964414,3.23302586763468,7.373144888181818,1,3,2.0
The Goonies,113,16,2,61503218.0,19000000.0,3.2370114736842104,3.6587210956645233,2.566437528508772,1,4,1.0
The Mask of Zorro,49,6,4,250288523.0,95000000.0,2.6346160315789473,2.5307298922411277,2.2673712680604097,6,4,2.0
Back to the Future Part II,98,266,2,332000000.0,40000000.0,8.3,4.093274294862373,4.307158111574075,2,4,2.0
Back to the Future Part III,98,266,2,244527583.0,40000000.0,6.113189575,4.093274294862373,4.307158111574075,2,4,2.0
Dangerous Liaisons,224,36,6,34670720.0,14000000.0,2.47648,3.2820069357508177,2.4743434023965145,2,5,1.0
Dune,304,254,4,30925690.0,40000000.0,0.77314225,1.5622045327067668,0.77314225,1,1,1.0
The Last Temptation of Christ,305,10,6,8373585.0,7000000.0,1.1962264285714286,2.209111404155471,0.8998646726190476,1,10,1.0
The Godfather: Part III,4,173,7,136766062.0,54000000.0,2.532704851851852,2.3242339712378777,2.77357352398917,5,2,2.0
Disturbing Behavior,306,347,11,17507368.0,15000000.0,1.1671578666666667,1.1671578666666667,0.9678246355555555,1,1,1.0
Jane Austen's Mafia!,307,130,3,19000000.0,10000000.0,1.9,4.738450025641026,1.9,1,1,1.0
The Black Cauldron,308,209,1,21288692.0,25000000.0,0.85154768,1.6674405066666667,0.85154768,1,1,1.0
The Black Hole,309,348,2,35841901.0,20000000.0,1.79209505,1.79209505,1.79209505,1,1,1.0
Cheetah,310,349,6,8153677.0,5000000.0,1.6307354,1.6307354,1.6307354,1,1,1.0
The Great Mouse Detective,311,264,3,38625550.0,14000000.0,2.7589678571428573,3.7631837994397763,2.7589678571428573,1,1,1.0
Hocus Pocus,312,350,3,39514713.0,28000000.0,1.41123975,1.41123975,1.7151056166666667,1,1,1.0
Honey I Blew Up the Kid,32,351,2,58662452.0,40000000.0,1.4665613,5.676751671428572,2.528199035416667,2,1,1.0
"Honey, I Shrunk the Kids",32,2,2,222724172.0,32000000.0,6.960130375,3.390212454395802,2.528199035416667,2,3,1.0
The Negotiator,248,29,4,44547681.0,50000000.0,0.89095362,3.64108586929395,1.4836961836229987,5,3,1.0
The Purple Rose of Cairo,313,28,9,10631333.0,15000000.0,0.7087555333333333,3.4662135136385013,5.572413079166666,1,2,1.0
Doctor Zhivago,314,224,6,111858363.0,11000000.0,10.168942090909091,6.82510609564394,10.168942090909091,1,3,1.0
The 'Burbs,1,321,3,36602000.0,18000000.0,2.0334444444444446,3.23302586763468,4.655450037545514,12,3,1.0
Blue Velvet,315,254,7,8551228.0,6000000.0,1.4252046666666667,1.5622045327067668,1.4252046666666667,1,1,1.0
The Little Mermaid,316,264,1,222300000.0,40000000.0,5.5575,3.7631837994397763,2.981848232142857,2,2,1.0
The Mighty Ducks,227,153,3,50752337.0,10000000.0,5.0752337,2.871228802165135,3.0863703589743587,1,4,1.0
The Rescuers Down Under,317,352,2,47431461.0,37931000.0,1.2504669267881152,1.2504669267881152,1.2504669267881152,1,1,1.0
Return to Oz,318,353,2,11137801.0,25000000.0,0.44551204,0.44551204,0.44551204,1,1,1.0
The Rocketeer,319,2,4,62000000.0,42000000.0,1.4761904761904763,3.390212454395802,1.4761904761904763,1,1,1.0
Sleeping Beauty,320,354,9,51000000.0,6000000.0,8.5,8.5,8.5,1,1,1.0
Something Wicked This Way Comes,321,355,9,5656087.0,19000000.0,0.2976887894736842,2.189859779352227,0.8214395844436605,1,1,1.0
Splash,1,48,3,69821334.0,8000000.0,8.72766675,3.465318600617449,4.655450037545514,12,2,3.0
Tron,34,356,8,33000000.0,17000000.0,1.9411764705882353,1.9411764705882353,2.4568092324668434,1,1,1.0
Halloween: H20,296,32,10,55041738.0,17000000.0,3.237749294117647,3.6631865851034857,4.155002077285068,4,3,1.0
Graveyard Shift,322,357,6,11582891.0,10500000.0,1.1031324761904762,1.1031324761904762,1.1031324761904762,1,1,1.0
The Outsiders,274,173,7,33697647.0,10000000.0,3.3697647,2.3242339712378777,2.217738375,2,2,2.0
Indiana Jones and the Temple of Doom,85,144,2,333000000.0,28000000.0,11.892857142857142,5.301865649505297,3.6757163228353873,2,3,1.0
The Lord of the Rings,323,358,9,30471420.0,4000000.0,7.617855,4.044103983333333,7.617855,1,1,1.0
The Dead Zone,186,359,10,20766616.0,10000000.0,2.0766616,1.5848261806855646,1.1349550445833334,1,4,1.0
Maximum Overdrive,227,360,4,7433663.0,10000000.0,0.7433663,0.7433663,3.0863703589743587,1,1,1.0
Cujo,324,361,10,21200000.0,5000000.0,4.24,4.055464000000001,4.24,1,1,1.0
All Dogs Go to Heaven,325,289,6,27100027.0,13800000.0,1.9637700724637681,1.0479602136061958,4.0940438831323265,1,1,1.0
The Addams Family,326,15,10,191502426.0,30000000.0,6.3834142,2.4083379512534435,6.3834142,1,1,1.0
Ever After: A Cinderella Story,327,362,6,65705772.0,26000000.0,2.5271450769230768,3.759096968717948,2.516310698942308,2,1,1.0
Snake Eyes,17,124,7,103891409.0,73000000.0,1.4231699863013698,1.746499177110926,1.9712462512714177,4,3,1.0
Atlantic City,328,363,7,12729678.0,7200000.0,1.7680108333333333,1.7680108333333333,3.537636285643028,1,1,1.0
Who's Afraid of Virginia Woolf?,168,46,6,33736689.0,7500000.0,4.4982252,3.2209980458809486,4.779584743271972,3,2,1.0
Doctor Dolittle,329,206,2,9000000.0,18000000.0,0.5,2.5982044885756013,0.5,1,5,1.0
The Secret of NIMH,330,364,9,14665733.0,7000000.0,2.095104714285714,6.1184653130726545,2.095104714285714,1,1,1.0
The Dark Crystal,331,329,9,40577001.0,15000000.0,2.7051334,1.60716504,2.7051334,1,1,1.0
An American Tail,332,364,6,84542002.0,9000000.0,9.393555777777777,6.1184653130726545,9.393555777777777,1,1,1.0
Legend,99,34,2,15502112.0,25000000.0,0.62008448,2.0460126387905593,4.492738524294103,3,1,1.0
Sixteen Candles,333,365,3,23686027.0,6500000.0,3.644004153846154,6.872433840170941,2.2650143435897436,1,3,1.0
The Gods Must Be Crazy,334,366,4,60000000.0,5000000.0,12.0,12.0,12.0,1,1,1.0
The Avengers,59,367,12,48585416.0,60000000.0,0.8097569333333333,1.7256192074074075,3.1967392191741433,1,1,1.0
How Stella Got Her Groove Back,335,368,3,37672350.0,20000000.0,1.8836175,2.48922192010582,1.8836175,1,3,1.0
Rosemary's Baby,313,103,10,33395426.0,3200000.0,10.436070625,2.7713707115181467,5.572413079166666,1,2,1.0
The NeverEnding Story,336,87,6,20158808.0,27000000.0,0.7466225185185185,2.2512132223600383,0.7466225185185185,1,2,1.0
The Neverending Story II: The Next Chapter,337,369,6,16283667.0,32000000.0,0.50886459375,3.205778439732143,0.50886459375,1,1,1.0
Your Friends & Neighbors,338,370,6,4710749.0,5000000.0,0.9421498,1.2066667642380953,0.9421498,1,3,1.0
Blade,14,371,10,131183530.0,45000000.0,2.9151895555555556,2.606730700854701,2.0427800601567885,1,1,1.0
Beetlejuice,9,76,9,73326666.0,15000000.0,4.8884444,2.832377781704407,1.6896375332417584,1,2,1.0
Frenzy,339,194,7,12600000.0,3500000.0,3.6,4.387423688635715,3.6,1,3,1.0
Topaz,340,194,4,6000000.0,4000000.0,1.5,4.387423688635715,1.5,1,1,1.0
Torn Curtain,212,194,11,13000000.0,3000000.0,4.333333333333333,4.387423688635715,3.5397387425711218,1,3,1.0
Marnie,221,194,7,7000000.0,2135161.0,3.278441297869341,4.387423688635715,2.65249998556429,1,3,2.0
The Man Who Knew Too Much,160,194,2,10250000.0,2500000.0,4.1,4.387423688635715,6.142540120915058,1,1,2.0
54,341,372,16,16757163.0,13000000.0,1.2890125384615385,1.2890125384615385,0.7690107651709401,1,1,1.0
Willow,342,48,2,57269863.0,35000000.0,1.6362818,3.465318600617449,1.6362818,1,2,1.0
The Untouchables,90,124,7,76270454.0,25000000.0,3.05081816,1.746499177110926,2.3886601822748914,2,3,1.0
Rounders,257,112,6,22921898.0,12000000.0,1.9101581666666667,0.8974238122463769,1.8376078955305264,8,1,1.0
Simon Birch,343,373,3,18253415.0,20000000.0,0.91267075,1.6049233108974357,1.237492568452381,1,1,1.0
Broadcast News,344,305,3,51249404.0,20000000.0,2.5624702,3.1780158358333335,2.3542683611111115,1,3,1.0
Working Girl,85,46,3,103173635.0,28000000.0,3.6847726785714285,3.2209980458809486,3.6757163228353873,1,5,1.0
Married to the Mob,345,136,3,21486757.0,10000000.0,2.1486757,5.589982641273053,0.9237381333094966,2,2,1.0
Nothing but Trouble,233,374,3,8479793.0,40000000.0,0.211994825,0.211994825,3.037574220871676,9,1,1.0
A Few Good Men,99,7,6,243240178.0,40000000.0,6.08100445,2.725760910294222,4.492738524294103,7,3,1.0
Indecent Proposal,265,375,6,266614059.0,38000000.0,7.0161594473684215,2.7084378983126935,2.636185830312098,8,3,1.0
Rush Hour,346,376,4,244386864.0,33000000.0,7.405662545454545,3.401676040082362,2.872193017090909,4,4,1.0
Ronin,10,189,4,41610884.0,55000000.0,0.7565615272727273,1.5438189783248215,2.00568133736033,5,2,1.0
Urban Legend,347,377,10,72527595.0,14000000.0,5.1805425,5.1805425,5.1805425,1,1,1.0
The Sheltering Sky,348,109,2,2075084.0,25000000.0,0.08300336,0.7855607060455487,0.08300336,1,1,1.0
The Thing,77,119,10,19629760.0,15000000.0,1.3086506666666666,2.2232268285173165,1.867476349114869,1,3,4.0
The Player,79,90,3,21706101.0,8000000.0,2.713262625,1.8285643965151515,1.6285090483333333,1,2,1.0
Stardust Memories,28,28,3,10389003.0,10000000.0,1.0389003,3.4662135136385013,2.942049478547133,9,13,11.0
Edward Scissorhands,35,76,9,53000000.0,20000000.0,2.65,2.832377781704407,1.5617758065503715,1,2,4.0
Antz,28,378,2,171757863.0,60000000.0,2.86263105,2.86263105,2.942049478547133,1,1,1.0
A Night at the Roxbury,349,379,3,30331165.0,17000000.0,1.7841861764705882,1.7841861764705882,2.769122245864405,9,1,1.0
What Dreams May Come,2,380,6,71485043.0,85000000.0,0.841000505882353,0.841000505882353,3.851135807604365,2,1,1.0
History of the World: Part I,350,141,3,31672907.0,11000000.0,2.8793551818181817,3.8704507394329077,4.56493840257721,3,4,3.0
My Cousin Vinny,351,381,3,64088552.0,11000000.0,5.826232,2.365123748995157,3.1631356136363635,2,4,1.0
2010,229,5,12,40400657.0,28000000.0,1.442880607142857,1.2474180869725529,3.3264674438311688,1,2,1.0
The Elephant Man,8,254,6,26010864.0,5000000.0,5.2021728,1.5622045327067668,2.0778797116921046,5,3,1.0
Bride of Chucky,352,382,10,50671850.0,25000000.0,2.026874,2.9285841666666665,2.026874,1,2,1.0
Practical Magic,55,383,6,46683377.0,75000000.0,0.6224450266666667,3.0144715133333335,4.648968251892304,3,1,1.0
Happiness,353,384,3,2807390.0,3000000.0,0.9357966666666667,0.9357966666666667,0.9357966666666667,1,1,1.0
Soldier,77,22,4,14567883.0,75000000.0,0.19423844,3.290114347475746,1.867476349114869,12,6,1.0
Tales from the Darkside: The Movie,354,385,12,16324573.0,3500000.0,4.664163714285714,4.664163714285714,4.664163714285714,1,1,1.0
American History X,355,386,6,23875127.0,20000000.0,1.19375635,1.19375635,1.3752970927777777,2,1,1.0
Living Out Loud,356,387,3,12902790.0,12000000.0,1.0752325,2.316114905952381,1.0752325,1,1,1.0
Gods and Monsters,357,388,6,6451628.0,10000000.0,0.6451628,1.0546980761904763,0.6451628,1,3,1.0
The Siege,48,83,6,116672912.0,70000000.0,1.6667558857142857,2.3408064470548258,2.1880721370462943,14,3,2.0
The Waterboy,38,304,3,185991646.0,23000000.0,8.086593304347826,4.605698330187748,2.958594094043493,18,4,3.0
Elizabeth,358,389,6,82150642.0,30000000.0,2.7383547333333333,1.6473061544011545,1.978711046686555,5,2,2.0
I Still Know What You Did Last Summer,254,59,10,40002112.0,65000000.0,0.6154171076923077,0.9322727396011397,3.521112751583711,2,1,1.0
Meet Joe Black,25,390,9,142940100.0,90000000.0,1.5882233333333333,1.8322224037933095,2.949390394173641,1,1,1.0
Runaway Train,359,391,4,7936012.0,9000000.0,0.8817791111111111,0.738143071043771,0.5933711180555555,1,2,1.0
Sid & Nancy,112,392,6,2826523.0,4000000.0,0.70663075,0.70663075,2.0225060789402174,1,1,1.0
Enemy of the State,44,53,4,250649836.0,90000000.0,2.7849981777777777,3.0036939879581808,3.9960188891536452,2,9,1.0
The Rugrats Movie,63,393,1,100491683.0,30000000.0,3.3497227666666665,3.3497227666666665,4.639743880860214,1,1,1.0
King Kong,34,394,2,90614445.0,23000000.0,3.9397584782608694,2.5744659328878607,2.4568092324668434,3,2,2.0
King Kong Lives,34,394,4,4711220.0,10000000.0,0.471122,2.5744659328878607,2.4568092324668434,4,3,2.0
Desperately Seeking Susan,232,395,3,27400000.0,5000000.0,5.48,5.48,2.365364552575758,2,1,1.0
Fletch,233,265,3,59612888.0,8000000.0,7.451611,2.7674985422930933,3.037574220871676,9,3,2.0
Fletch Lives,233,265,3,35150960.0,8045760.0,4.3688800063636,2.7674985422930933,3.037574220871676,9,3,2.0
Red Sonja,68,206,2,6948633.0,17900000.0,0.3881917877094972,2.5982044885756013,4.266287761831662,4,5,2.0
The Money Pit,1,164,3,54999651.0,10000000.0,5.4999651,1.4325015400307222,4.655450037545514,12,5,1.0
A View to a Kill,360,396,2,152427960.0,30000000.0,5.080932,5.706887535243507,8.707429999809014,5,4,3.0
Babe: Pig in the City,361,397,2,69131860.0,90000000.0,0.7681317777777777,1.8561780047250056,0.7681317777777777,1,1,1.0
Home Fries,327,398,6,10443316.0,15000000.0,0.6962210666666667,1.3557096000000002,2.516310698942308,2,1,1.0
Ringmaster,362,399,3,9247881.0,3500000.0,2.6422517142857145,2.6422517142857145,2.6422517142857145,1,1,1.0
Very Bad Things,363,400,3,9898412.0,30000000.0,0.3299470666666667,1.5695719201797385,2.2544251242424242,2,1,1.0
Psycho,364,23,10,37141130.0,60000000.0,0.6190188333333333,1.7208376407530452,2.6155521538060897,1,1,1.0
Star Trek: Insurrection,81,239,8,118000000.0,70000000.0,1.6857142857142857,1.6301407704916855,3.407369896851186,4,2,2.0
The Prince of Egypt,185,401,2,218613188.0,70000000.0,3.1230455428571426,3.1230455428571426,1.3387364568587803,1,1,1.0
Rushmore,365,402,3,17096053.0,9000000.0,1.8995614444444444,2.6813571110941044,1.8995614444444444,1,4,1.0
Shakespeare in Love,366,403,13,289317794.0,25000000.0,11.57271176,5.410245161424716,11.57271176,1,1,1.0
Santa Claus: The Movie,367,247,14,23717291.0,50000000.0,0.47434582,3.4256719423809527,5.060674506137566,1,1,1.0
Rambo: First Blood Part II,16,154,4,300400432.0,44000000.0,6.827282545454546,3.238556568484848,2.825168668471759,19,2,1.0
First Blood,16,216,4,125212904.0,15000000.0,8.347526933333333,6.4982547743589745,2.825168668471759,19,1,1.0
Rambo III,16,404,4,189015611.0,63000000.0,3.000247793650794,3.000247793650794,2.825168668471759,19,1,1.0
The Jewel of the Nile,7,361,4,96773200.0,25000000.0,3.870928,4.055464000000001,2.582920902593713,4,1,1.0
Romancing the Stone,7,266,4,86572238.0,10000000.0,8.6572238,4.093274294862373,2.582920902593713,4,3,1.0
Cocoon: The Return,368,405,3,25024919.0,17500000.0,1.4299953714285714,1.4299953714285714,1.4299953714285714,1,1,1.0
Rocky IV,16,406,6,300473716.0,31000000.0,9.692700516129031,4.9653027118621695,2.825168668471759,3,3,4.0
Rocky V,16,407,6,119946358.0,42000000.0,2.855865666666667,5.909121393790849,2.825168668471759,3,2,1.0
Clue,369,381,3,14643997.0,15000000.0,0.9762664666666667,2.365123748995157,0.9762664666666667,1,4,1.0
The Karate Kid,370,407,6,90815558.0,8000000.0,11.35194475,5.909121393790849,11.35194475,1,2,1.0
National Lampoon's Christmas Vacation,233,367,3,71320000.0,27000000.0,2.6414814814814815,1.7256192074074075,3.037574220871676,9,1,1.0
You've Got Mail,1,147,3,250821495.0,65000000.0,3.8587922307692306,4.872777113277042,4.655450037545514,12,3,2.0
The Thin Red Line,252,408,6,98126565.0,52000000.0,1.887049326923077,1.5378286631410256,2.6366304793424122,6,3,1.0
The Faculty,371,30,10,40283321.0,15000000.0,2.6855547333333334,2.5925599363298217,2.6855547333333334,1,2,1.0
Patch Adams,2,102,3,202292902.0,50000000.0,4.04585804,4.235448899111111,3.851135807604365,11,3,1.0
Tea with Mussolini,130,409,3,21001563.0,12000000.0,1.75013025,1.75013025,1.3183482276703136,3,1,1.0
Affliction,67,410,6,6330054.0,6000000.0,1.055009,2.0292850912698412,2.6882548258503403,3,2,1.0
Playing by Heart,372,411,6,3970078.0,20000000.0,0.1985039,0.1985039,0.35747215,2,1,1.0
Virus,296,412,10,14010690.0,75000000.0,0.1868092,0.1868092,4.155002077285068,4,1,1.0
Howard the Duck,373,413,3,37962774.0,37000000.0,1.026020918918919,1.0481577372372373,1.026020918918919,1,1,1.0
The Fly,64,359,10,60629159.0,15000000.0,4.041943933333333,1.5848261806855646,2.0274679852655613,1,4,1.0
Armed and Dangerous,374,414,4,15945534.0,12000000.0,1.3287945,1.7949947311538463,2.182872168055556,1,3,1.0
The Texas Chainsaw Massacre 2,375,343,10,8025872.0,4700000.0,1.707632340425532,4.511749446029694,1.707632340425532,1,2,1.0
The Name of the Rose,50,275,6,77200000.0,20000000.0,3.86,1.0679015830543963,3.997717463272835,3,1,1.0
Peggy Sue Got Married,17,173,3,41382841.0,18000000.0,2.299046722222222,2.3242339712378777,1.9712462512714177,6,2,1.0
The Color of Money,212,10,6,52293982.0,13800000.0,3.7894189855072464,2.209111404155471,3.5397387425711218,3,10,1.0
Heartbreak Ridge,103,40,4,42724017.0,15000000.0,2.8482678,3.849782014352873,4.4901584508114265,8,5,13.0
She's All That,376,415,3,103166989.0,10000000.0,10.3166989,4.005363383333333,3.8666744315826334,2,3,2.0
Payback,40,416,6,161626121.0,90000000.0,1.7958457888888888,1.6056158402722833,3.483326751561217,2,3,1.0
Simply Irresistible,377,417,3,4398989.0,6000000.0,0.7331648333333334,0.7331648333333334,3.3063794992063493,1,1,1.0
Blast from the Past,378,180,3,40263020.0,35000000.0,1.150372,2.8136475384615385,1.368995393320106,2,2,1.0
Message in a Bottle,90,418,13,118880016.0,80000000.0,1.4860002,0.7589799528301887,2.3886601822748914,1,1,1.0
My Favorite Martian,379,419,3,36850101.0,65000000.0,0.5669246307692307,1.976372751326462,1.538380749426917,3,6,1.0
Jawbreaker,380,420,3,3076820.0,3000000.0,1.0256066666666668,1.0256066666666668,1.0256066666666668,1,1,1.0
Office Space,381,421,3,12827813.0,10000000.0,1.2827813,1.3194395874999998,1.2827813,1,2,1.0
200 Cigarettes,382,422,3,6852450.0,6000000.0,1.142075,1.142075,2.3431788032734175,4,1,1.0
8MM,17,105,12,96618699.0,40000000.0,2.415467475,2.457312924151294,1.9712462512714177,3,3,2.0
Pet Sematary,383,423,6,57469467.0,11500000.0,4.997344956521739,2.4939115938405796,4.997344956521739,1,1,1.0
Pet Sematary II,384,423,10,17092453.0,8000000.0,2.136556625,2.4939115938405796,1.1392483958333333,1,1,1.0
Airport,328,424,4,100489151.0,10000000.0,10.0489151,10.0489151,3.537636285643028,2,1,1.0
Airport '77,162,425,4,30000000.0,6000000.0,5.0,5.0,4.120821827850877,1,1,1.0
The Towering Inferno,207,394,4,116000000.0,14000000.0,8.285714285714286,2.5744659328878607,5.003696637445888,3,3,1.0
Logan's Run,385,201,2,25000000.0,9000000.0,2.7777777777777777,4.0769178148148155,2.7777777777777777,1,2,1.0
Planet of the Apes,213,232,8,33395426.0,5800000.0,5.757832068965517,5.8933606896551725,7.391762532689893,1,1,1.0
Beneath the Planet of the Apes,386,426,2,18999718.0,3000000.0,6.333239333333333,6.333239333333333,6.333239333333333,1,1,1.0
Escape from the Planet of the Apes,387,427,4,12348905.0,2500000.0,4.939562,4.419660044117647,4.939562,1,2,1.0
Earthquake,213,428,4,79666653.0,7000000.0,11.38095042857143,10.690475214285716,7.391762532689893,3,1,1.0
The Concorde... Airport '79,388,429,4,13015688.0,14000000.0,0.929692,0.929692,0.929692,1,1,1.0
Analyze This,10,230,3,176885658.0,80000000.0,2.211070725,2.807705290996005,2.00568133736033,7,6,2.0
The Corruptor,258,205,4,15156200.0,25000000.0,0.606248,1.7276950062497605,2.1915737980879273,7,1,1.0
Cruel Intentions,377,430,6,75902208.0,10500000.0,7.228781714285715,3.316795357918051,3.3063794992063493,1,1,1.0
The Deep End of the Ocean,345,431,6,28121100.0,38000000.0,0.7400289473684211,0.7400289473684211,0.9237381333094966,2,1,1.0
The Rage: Carrie 2,389,432,10,17762705.0,21000000.0,0.8458430952380952,0.8458430952380952,0.8458430952380952,1,1,1.0
Dead Ringers,390,359,6,8038508.0,13000000.0,0.6183467692307693,1.5848261806855646,0.6183467692307693,1,4,1.0
Baby Geniuses,114,433,8,36450736.0,12000000.0,3.037561333333333,2.998947247557998,1.8195763589743588,1,1,1.0
Forces of Nature,55,434,13,93888180.0,75000000.0,1.2518424,1.2518424,4.648968251892304,1,1,1.0
The King and I,391,91,1,12000000.0,25000000.0,0.48,0.37959511428571424,0.48,1,2,1.0
The King and I,392,435,6,21300000.0,4550000.0,4.681318681318682,4.681318681318682,4.681318681318682,1,1,1.0
The Mod Squad,393,436,4,13260050.0,50000000.0,0.265201,0.265201,0.9072576,1,1,1.0
10 Things I Hate About You,394,437,3,53478166.0,16000000.0,3.342385375,3.342385375,3.374695136829837,1,1,1.0
The Out-of-Towners,276,438,3,29000000.0,75000000.0,0.38666666666666666,0.38666666666666666,2.276394915315427,6,1,1.0
Go,395,439,7,28451622.0,6500000.0,4.377172615384615,2.914597669443302,4.016378825549451,1,1,1.0
Never Been Kissed,327,293,13,84565230.0,25000000.0,3.3826092,3.9998101580853174,2.516310698942308,1,1,2.0
Cookie's Fortune,224,90,3,10920544.0,10000000.0,1.0920544,1.8285643965151515,2.4743434023965145,3,2,1.0
Life,37,138,3,73345029.0,80000000.0,0.9168128625,1.176034524778445,2.8424076807377565,11,2,1.0
eXistenZ,396,359,4,2856712.0,15000000.0,0.19044746666666668,1.5848261806855646,0.19044746666666668,1,1,1.0
Entrapment,50,290,13,212404396.0,66000000.0,3.2182484242424243,1.7150468747474747,3.997717463272835,1,1,1.0
Idle Hands,397,440,12,4152230.0,25000000.0,0.1660892,0.1660892,0.919189329347826,1,1,1.0
Night of the Comet,398,441,3,14418922.0,3000000.0,4.806307333333334,2.8722806875,4.806307333333334,1,1,1.0
Dick Tracy,280,315,2,103738726.0,47000000.0,2.2072069361702127,1.1495020441467196,0.9445366640434358,1,1,4.0
Superman,399,16,4,300218018.0,55000000.0,5.458509418181818,3.6587210956645233,2.8462304435668906,2,6,1.0
Superman II,400,442,4,190458706.0,54000000.0,3.527013074074074,2.7359504344729344,3.1036311177248677,1,1,1.0
Superman III,399,442,3,75850624.0,39000000.0,1.9448877948717949,2.7359504344729344,2.8462304435668906,1,1,1.0
Superman IV: The Quest for Peace,399,443,4,19300000.0,17000000.0,1.1352941176470588,1.1352941176470588,2.8462304435668906,2,1,1.0
It Came from Hollywood,197,444,3,2091037.0,5000000.0,0.4182074,0.41196489999999997,1.8059001033352229,3,1,1.0
Notting Hill,36,445,13,363889678.0,42000000.0,8.664039952380952,3.1670635742063493,4.279037152085099,1,1,1.0
The Thirteenth Floor,401,446,12,18564088.0,16000000.0,1.1602555,1.2846732045454545,1.1602555,1,1,1.0
Limbo,402,176,2,1997807.0,8000000.0,0.249725875,1.1079359916666667,0.249725875,1,1,1.0
Austin Powers: The Spy Who Shagged Me,116,260,2,310940086.0,33000000.0,9.422426848484848,3.7656931958838604,4.261990747536036,1,1,3.0
The Red Violin,403,447,6,9495408.0,18000000.0,0.5275226666666667,0.5275226666666667,0.5275226666666667,1,1,1.0
The General's Daughter,15,263,7,149705852.0,60000000.0,2.4950975333333334,2.8057908237499998,1.8881239678383883,1,1,1.0
An Ideal Husband,358,448,6,18535191.0,14000000.0,1.3239422142857142,2.440622062698413,1.978711046686555,5,1,1.0
Big Daddy,38,39,3,234801895.0,34200000.0,6.865552485380117,2.9632485769850896,2.958594094043493,18,8,8.0
Arachnophobia,379,52,3,53208180.0,31000000.0,1.7163929032258065,2.2290423573689515,1.538380749426917,3,1,1.0
Muppets from Space,404,449,9,16290976.0,24000000.0,0.6787906666666667,2.7656249996031743,0.6787906666666667,1,1,1.0
Eyes Wide Shut,99,198,11,162091208.0,65000000.0,2.4937108923076923,4.712040708091378,4.492738524294103,1,1,1.0
Lake Placid,234,32,10,56870414.0,27000000.0,2.1063116296296296,3.6631865851034857,1.3866706931216932,2,3,1.0
The Wood,405,450,3,25059640.0,6000000.0,4.176606666666666,3.042053984126984,3.4025396507936505,1,3,1.0
Ghostbusters,208,82,3,295212467.0,30000000.0,9.840415566666668,6.335039089826255,4.115000511989994,7,6,3.0
